Date,aapl,acn,adi,ame,amp,amzn,aph,avgo,brk-b,cost,dov,googl,hd,intu,itw,jpm,lly,ma,mco,meta,msft,nvda,orcl,payx,ph,spgi,trow,tsla,tsm,txn,unh,v,wmt,xom
2020-01-15,0.11150683977951605,0.0,0.0,0.0,0.0,0.17430269438166007,0.0,0.0,0.0,0.194856952317059,0.0,-0.3785213463008404,0.0,0.0,0.0,0.3047726052502791,0.0,0.0,0.0,0.1488906798418611,0.07852978048613293,0.1951391113922,0.0,0.0,0.0,0.0,0.0,0.08885682488658597,0.0,0.0,0.41148432434226073,0.07110724860491852,0.21799520207569,0.2251202573999762
2020-01-16,0.10995390232031543,0.0,0.0,0.0,0.0,0.012392516238614936,0.0,0.0,0.0,0.0,0.0,-0.028215666394680747,-0.4578298034146428,0.0,0.0,0.3130563737514118,0.4378795578610152,0.2150359384715557,0.0,0.20098058879375455,0.15153427932721872,0.07291978162247685,0.0,0.0,0.0,0.0,0.0,0.16526755278464403,-0.2836466612294316,0.0,0.3471587281053265,0.1767761420458555,-0.14157940908335145,0.0
2020-01-17,0.1887784710774819,0.0,0.0,0.0,0.0,-0.026461917562410252,0.0,0.0,0.0,0.4673587575554848,0.0,0.19646744378842412,0.4634840175509452,0.0,0.0,0.17409811564721164,0.0,0.0,0.0,-0.4156644850969314,0.1432779783821281,0.22357820753629007,0.0,0.0,0.0,0.0,0.0,-0.15869436480570587,0.0,0.0,0.0,0.0,0.10247255921363829,0.25013585202395916
2020-01-20,0.0,0.0,0.0,0.0,0.0,0.253021505009383,0.0,0.0,0.0,0.0,0.0,0.19187176081662374,0.0,0.0,0.0,0.2822807541117072,0.0,0.0,0.0,-0.11881056721322239,0.16209342652000486,0.0,0.0,0.0,0.0,0.0,0.0,0.0917560450732708,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-21,-0.01152137983590365,0.0,-0.4457332733087241,0.0,0.0,0.11646846361192208,0.0,0.0,0.28799334485083816,0.2120065169408917,0.0,0.3539209393473963,-0.4213600363582372,0.0,0.0,0.12096394196152685,0.0,0.0,0.0,-0.1609389394696336,-0.0115534389081101,0.07967339148744942,0.0,0.0,0.1869508663192391,0.0,0.0,0.04708625732667066,0.0,0.0,0.0,0.0,0.0003856522496789583,0.23148002593467631
2020-01-22,0.1354300664551556,0.0,0.0,0.0,0.0,0.01919355365033779,0.2022549997083843,0.0,-0.2742644026875496,0.0,0.0,0.31485971655929457,0.0,0.0,0.0,0.1778200199827552,0.0,0.0,0.0,0.23077129684388636,0.03844762122258544,0.2286540711298585,0.0,0.0,0.0,0.0,0.0,0.251064284677462,0.0,0.0,0.0,0.0,0.09221142144873735,0.0
2020-01-23,0.2630095725879073,0.0,0.0,0.0,0.0,-0.11731719861531421,0.0,0.0,0.0,0.0,0.0,-0.19435733046848325,0.0,0.0,0.0,0.2084684748202562,0.0,0.1362029001116752,0.214723009057343,0.2414708384312689,0.036407900774585354,0.4110283139161765,0.0,0.0,0.0,0.0,0.0,0.010938566643744688,0.0,0.056562306561196846,0.0,0.0,0.2598494349513203,0.0
2020-01-24,0.18599649629821732,0.0,0.0,0.0,0.0,0.0166711129558583,0.0,0.0,0.0,0.1820301380008459,0.0,0.27831272641196847,0.0,0.0,0.0,0.15149760710773988,0.0,-0.0484552327543497,0.0,-0.12070235830033198,0.259519574814476,0.2356698556803167,0.0,0.0,0.0,0.0,0.0,0.1992853392846882,0.0,0.0,0.0,0.0,0.255858536157757,0.2643926398828625
2020-01-27,0.24204790873142576,0.2115504268556833,0.0,0.0,0.0,0.03682142620285354,0.0,0.0,0.0,0.0,0.0,0.11124732067808507,0.0,0.0,0.0,0.37167575750499965,0.4650359927676618,0.0,0.0,0.2997372314333916,-0.05886146970359344,0.32651364579796793,0.0,0.0,0.0,0.0,0.0,0.1395565993152559,0.0,0.0,0.0,0.4318959683179855,0.12230267183234293,0.0
2020-01-28,0.059597915206104524,0.0,0.0,0.0,0.1902018774300813,-0.41519688136875627,0.0,0.0,0.2184326410293579,0.0,0.2275740769691765,0.1314179627291326,0.0,0.0,0.0,-0.11012118992706137,0.39278168403543534,0.0,0.0,-0.23405802779431853,0.19561687996610996,0.21171182378505662,0.0,0.0,0.0,0.0,0.0,0.24043213810771696,0.0,0.0,0.1565230242908001,0.0,-0.433582788426429,0.23528715134598316
2020-01-29,0.24965169930830597,0.0,0.0,0.0,0.0,-0.016149873146787272,0.0,0.0,0.0,0.0,0.0,0.1751321067102253,0.0,0.0,0.0,-0.33316251235082744,0.1953444115817547,0.349957210291177,0.0,-0.08094446229127544,0.10180526254698634,0.462825514189899,0.0,0.0,0.0,0.0,0.0,0.31780285062268376,0.0,0.0,0.0,0.0,-0.06866683237254621,0.2380563665181398
2020-01-30,0.1971545105997043,0.0,0.0,0.4444965098053217,-0.4569347208365798,0.03143135762463013,0.0,0.0,0.0,0.0,0.2046787276864052,-0.08952114784624426,0.0,0.0,0.1921672342345118,0.0,0.17946959926436348,0.0,0.0,-0.03615661662188359,0.20680090836808085,0.3244325570762157,0.0,0.0,0.264071732511123,0.0,0.0,0.24255395145672887,0.0,0.0,0.0,0.0,0.1478003193624317,0.2006131218746304
2020-01-31,0.15529852982403503,0.0,0.0,0.0,0.0,0.19144570024903207,0.0,0.0,0.2565950970165431,-0.3456496132537722,0.0,0.0,0.0,0.0,0.220548028498888,0.0,0.4652730481699109,0.3688641033445796,0.0,0.06395509038785738,0.19925884446129202,0.2093982418999076,0.0,0.0,0.0,0.0,0.0,0.10382333949415219,0.0,0.0,0.0,-0.16968914098106325,0.20405312124639746,-0.2696471272302525
2020-02-03,-0.21840162813397393,0.0,0.0,0.0,0.0,-0.14123168061487376,0.0,0.0,0.0,0.0,0.1474734552204609,-0.0643863619926075,0.0,0.0,0.0,0.26140140267089,0.2582870430313051,0.2100107857957482,0.0,0.017563199624419212,0.20896147986641153,0.31498027434572573,0.2449101229198277,0.0,0.0,0.0,0.2224751862697303,0.2632989471033215,0.0,0.233473642449826,0.0,0.2180411521345377,0.016880476164321093,-0.21435410175472494
2020-02-04,-0.030690150894224628,0.0,0.0,0.0,0.0,0.1314374231514247,0.0,0.0,0.0,-0.100982628762722,0.0,0.02328165067592634,0.2010647874325514,0.0,0.0,0.0,0.0,0.0,0.0,0.01649493371136486,-0.026844246763115132,0.0,0.0,0.0,0.0,0.0,0.0,0.377681828092318,0.0,0.0,-0.2891395680606365,0.26452273763716216,0.27227259082719685,0.0
2020-02-05,0.19143356670625508,0.0,0.0,0.33858806840144096,0.0,0.05970082754003151,0.0,0.0,0.0,0.0,0.0,-0.1377994423545897,0.0,0.0,0.0,0.1757199645042419,-0.4403649589046836,0.1741013754159212,0.0,0.30467818630859256,0.25778848663903775,0.18873100811615584,0.0,0.0,0.0,0.1803131729364395,0.0,0.14647558513299924,0.0,0.0,0.1473152760416269,0.2258972145617008,0.12558085806667807,-0.13788350385924178
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.020347944334415446,0.0,0.0,0.1966308588162064,0.4502381086349487,0.0,-0.04888786962255836,0.0,0.0,0.0,0.0013962909579277,0.0,0.16386418752372262,0.0,0.040502338092774134,0.027053507614052973,0.4064340851269662,0.0,0.0,0.0,0.2260003330186009,0.0,0.16127233652131898,0.0,0.0,0.0,0.0,-0.3907965593039989,-0.1140277840197086
2020-02-07,-0.1159163044113666,0.0,0.0,0.0,0.0,0.0784911611955613,0.0,0.0,0.0,0.0,0.0,0.0924271431243555,0.0,0.0,0.0,0.2714819639921189,0.0,0.0,0.0,0.02137665221467615,0.29328256870309505,0.27856425692637754,0.0,0.0,0.0,0.0,0.0,0.13611386399716138,0.0,0.0,0.1827580865472555,0.0,0.0,-0.1833910388872027
2020-02-10,-0.26671819809394387,0.0,0.0,0.0,0.0,0.06433953444939107,0.0,0.0,0.33426113789901135,0.1917513281106949,0.0,0.08968374428028862,0.0,0.0,0.0,0.19541456113968575,-0.22073168630401288,0.3515813009813427,0.0,-0.061621442701046664,0.0623378337244503,0.22295512317990263,0.0,0.0,0.0,0.0,0.0,0.14703058447031414,-0.3080257814377546,-0.4092444412410259,0.0,0.0,0.0,0.1929929977282881
2020-02-11,-0.00846572478230184,0.0,0.0,0.0,0.0,0.08769771405853903,0.0,0.0,0.0,0.0,0.0,0.13326047617942094,0.270908179320395,0.0,0.0,0.3005089670419693,0.0,0.2490017021307722,0.0,0.0024949743101994235,-0.027389825764112183,0.2855668794736266,-0.4195300395600497,0.0,0.22192196869291358,0.0,0.0,-0.28956022469792514,0.0,0.0,0.0,0.0,-0.3990114834159612,0.2081971445120871
2020-02-12,0.2664291223262747,0.0,0.0,0.0,0.0,0.19638477656990286,0.0,0.0,0.0,0.0,0.0,0.050357472172213924,-0.3295877112075686,0.0,0.0,0.24126462101315457,0.4521469383500516,0.40737172607332467,0.4030036344192922,-0.1936814619494336,0.08979552178177981,0.20520580802112817,0.0,0.0,0.0,0.0,0.0,-0.036691811052151045,0.0,0.0,0.0,0.0,0.22322151884436606,-0.02060723779723046
2020-02-13,0.2703673355643534,0.0,0.0,0.0,0.0,-0.06805194476619363,0.0,0.2780623379163444,0.0,0.0,0.0,0.24491768016346863,0.0,0.0,0.0,0.4666246395558119,0.0,0.0,0.0,0.04450453775113119,0.1422162947943434,0.1933381173449258,-0.2971527673304081,0.0,0.0,0.0,0.0,0.09046304565854368,0.0,0.0,0.2982666389395793,0.0,0.194191038236022,-0.1355245014342169
2020-02-14,0.1845003686845302,0.0,0.0,0.0,0.0,-0.12717397957574575,0.0,0.0,0.0,0.0,0.0,0.01151979045243931,0.0,0.0,0.0,0.19003335745073854,0.0,0.2100900165736675,0.0,0.19156042895590264,0.009023576687710986,0.3436957772821188,-0.4681081128306686,0.0,0.0,0.0,-0.4240659129805862,0.06923508741892871,0.0,0.0,0.31976842749863854,0.0,0.2164427326371272,0.1029855771921575
2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3290604367852211,0.0,0.0,0.0,-0.11983150723390282,0.0,-0.21339580863714214,0.0,0.0,0.0,0.0,0.0,-0.2724020501831546,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-18,-0.30606960065529815,0.0,0.0,0.0,0.0,0.07675714175216855,0.0,0.1828417442739009,0.07639659270644188,0.0,0.0,-0.22283287818233175,0.4242390414699912,0.0,0.0,0.1828755421563983,0.0,0.0,0.0,0.015002605855642321,-0.040016163225906586,0.24700230585544233,-0.4566258554346859,0.0,0.0,0.0,0.0,0.13150740232826633,0.2038088234141469,0.0,0.4711670753546059,0.29951212452724574,-0.2349143704213202,0.2060763953253627
2020-02-19,-0.1504756511338055,0.0,0.2890050974674523,0.0,0.0,-0.006869281381368641,0.0,0.2745951194316148,0.0,0.0,0.0,-0.04237950608134269,-0.1698004186153411,0.0,0.0,0.17435099137946963,0.2371872806921601,0.0,0.0,-0.08846394244049274,-0.061632540076971075,0.22274611980343859,0.0,0.0,0.0,0.0,0.3387168519198894,0.2572425766304756,-0.3591929420828819,0.0,0.0,0.0,-0.027543374616652717,-0.3041100136935711
2020-02-20,0.13155635353177783,0.0,-0.2071877509355545,0.0,0.0,0.15076477893162515,0.0,0.0,0.0,0.2044051848351955,0.0,-0.10063176129220258,0.0,0.0,0.0,0.34567832437654333,0.462025442533195,0.0,0.0,-0.2604610389098525,0.231639266051352,0.3933140014531091,-0.34819583691035705,0.0,0.0,0.0,0.0,0.20736409475406006,0.2052058160305023,0.0,0.0,0.4517725274898111,-0.149681324721314,0.203958024457097
2020-02-21,-0.07453657439909875,0.0,0.0,0.0,0.0,0.10168307559150785,0.0,0.0,-0.08429187517613178,0.0,0.0,-0.2683270133185116,0.0,0.0,0.0,0.0,-0.11770754009485246,0.0,0.0,0.06082737835124132,-0.08108634715899826,0.0,0.1507569126784801,0.0,0.0,0.0,0.0,0.08989662278730133,0.0,0.0,0.2069245377555489,0.4251351482234895,0.133582577900961,0.1068848825991153
2020-02-24,-0.00962802721187474,0.0,0.0,0.0,0.0,0.28121072980575257,-0.4637026320211589,0.0,-0.025528355936209352,0.0,0.0,-0.02482652054685685,0.0,0.2313154278695583,0.0,0.0,0.4487520607188344,0.4658661145716906,0.0,0.11893459565937521,0.04575927775974073,-0.16530877538025376,0.4371514229103923,0.0,0.0,0.0,0.0,0.2505875297822058,0.0,0.0,-0.3262437593191862,0.0,-0.06444036694243549,0.4649846581742167
2020-02-25,0.22122085835518582,0.0,0.0,0.0,0.0,0.07583250074336925,0.0,0.0,0.1967488028109073,0.0,0.0,0.2562839468941092,0.3241585241630673,0.286217388343066,0.0,0.30697897968983107,0.0,0.010536434967070851,0.0,-0.21922679115086793,0.22261749381199478,0.009734062400336035,0.0,0.0,0.0,0.0,0.0,0.0317996058613062,0.0,0.0,0.18793028263996045,0.0,0.28280089430045335,0.017919812723994233
2020-02-26,0.09028257047757506,0.2311893407255411,0.0,0.0,0.0,0.006515100163718072,0.0,0.0,0.0,0.0,0.0,0.16800703915456927,-0.47653067065402865,0.4174486590083688,0.0,0.15714848211712454,0.0,0.1874648686498404,0.0,-0.015691425305392054,0.036515468871220966,0.1988557999953627,0.0,0.0,0.0,0.0,0.0,-0.05642314018681646,0.0,0.0,0.2047353237867355,0.0,0.21745111869337655,0.0
2020-02-27,-0.12225046056426232,0.3484442319720983,0.0,0.0,0.0,0.23868393220007417,0.0,0.0,0.0817550808191299,0.0,0.0,0.09166981313377616,-0.4770871300250291,0.0,0.0,0.19780670149872695,0.3636035040020943,-0.266825770586729,0.0,0.1545993911102414,-0.06758864824401421,0.0038682850077748493,0.0,0.0,0.0,0.0,0.0,-0.06992963109165433,0.0,0.0,0.2651035289280117,0.0,0.21571694232212998,0.16483927061781284
2020-02-28,0.31596427182666953,0.0,0.0,0.0,0.0,0.06104683300480247,0.0,0.2020960640162229,0.0,0.0,0.0,0.18108974130203323,0.0,0.0,0.0,0.0575872890651226,0.0,0.008574054623022645,0.0,-0.11392268660282226,-0.1397289814013574,-0.2967015340924263,0.0,0.0,0.0,0.0,0.0,-0.2731602832209319,0.0,0.0,0.0,0.0,0.006505059637129301,-0.04663883931934831
2020-03-02,0.11520476110486519,0.0,0.0,0.0,0.0,-0.13615203607254303,0.0,0.0,0.2046187980100512,0.33428896511904893,0.0,-0.191406042749683,0.0,0.0,0.0,-0.0918928904458881,0.29034820217639207,0.18952856138348578,0.2190647101029753,-0.05905121020706635,0.16415186543017626,0.1485919129103422,0.0,0.0,0.0,0.0,0.0,0.023523622797802086,0.0,0.0,-0.3143424294888973,-0.44985661176033315,0.3768774365307763,0.19182492159307
2020-03-03,0.06865652613341806,0.0,0.0,0.0,0.0,0.20570333010206618,0.0,0.0,0.2416956963017583,0.03313072711850203,0.0,-0.0181597370840609,0.0,0.0,0.0,0.1860876351594925,0.18922199755907054,0.2025009784847498,0.0,-0.26628958560177124,0.22160719390958544,0.03884600168094033,0.3351274133659899,0.0,0.0,0.0,0.0,0.12296688132919373,0.0,0.0,0.0,-0.2529434560487667,0.318283847036461,0.1730530060827732
2020-03-04,0.04351360404863952,0.0,0.0,0.0,0.0,0.03785168903235059,0.0,0.1629335276782512,0.1592894734814763,0.2532287383452057,0.0,-0.12332860864698886,0.1541465487331152,0.0,0.0,0.13915893427495443,0.0,-0.4372723437845707,0.0,0.13560918492730706,0.1364614409084121,0.2972588302567601,0.4439206581562757,0.0,0.0,0.0,0.0,0.2681689772568643,0.0,0.0,0.11507038834194344,0.3205984224565327,0.1400982677005231,0.1989341583723823
2020-03-05,-0.28227607950568195,0.0,0.0,0.0,0.0,-0.04430318206755654,0.0,0.0,0.172887728922069,0.12533201212063427,0.0,-0.013681408949196339,0.0,0.0,0.0,0.10386860482394694,0.0,0.1800275709480047,0.0,-0.23004104673552014,0.14141080962227923,0.2448033437132835,-0.4710013901814818,0.0,0.1740921976044774,0.0,0.0,0.21981193436309693,0.0,0.0,0.2068798567168414,0.2252036012709141,0.2169716745615005,0.16864303451031445
2020-03-06,-0.12749409661628305,0.2043164372444152,0.0,0.0,0.0,0.17685752811708616,0.0,0.0,-0.1131460152566433,0.2062554018838065,0.0,-0.04802623434225098,-0.4522432088851928,0.0,-0.4374744904227555,-0.18129165075061948,0.0,0.0,0.1832908742129803,-0.23780508918377255,-0.02607370209362773,0.2695602695147196,0.0,0.0,0.0,0.0,0.0,0.31518151637166736,0.0,0.0,0.2051248300820589,0.2093620834872126,0.2805857985280454,-0.035312243364751326
2020-03-09,-0.08805645357817413,0.0,0.0,0.0,0.0,0.11336433814619393,0.0,0.0,0.2405496496707201,-0.4622692219913006,0.0,0.09592535265255717,0.0,0.0,0.0,0.06752483003462355,0.0,-0.3592740804608911,0.0,-0.43100169533440336,-0.022364995142977153,0.4389582664705813,0.0,0.0,0.0,0.0,0.0,-0.003618044164031736,0.0,0.0,-0.1932135604321956,0.0,0.06550963755697006,-0.465261847153306
2020-03-10,-0.026008552819904347,0.236255351267755,0.0,0.0,0.0,-0.012459622172173123,0.0,0.0,0.2002763018012047,0.1971151213161647,0.0,0.05647568367421625,0.0,0.1964305019006133,0.0,-0.06813003427482078,0.0,0.2450687691569328,0.0,-0.11299398023014268,0.3130601318366825,0.027881572535261478,0.1272530063986778,0.0,0.0,0.0,0.0,0.11066638445481657,0.0309650838375091,0.0,0.0,0.0,-0.016550763587777833,-0.1408025298400649
2020-03-11,0.09181604107841848,0.0,0.0,0.0,0.0,0.14195419055176897,0.0,0.2090617850422859,0.29928184850141404,0.0,0.0,0.04150499714538454,-0.4762465321458876,0.0,0.0,0.0,0.0,0.4548041587695479,-0.4280270231887698,0.06944116745144129,0.08952365008493261,-0.045426457220067586,-0.4738461793400347,0.0,0.0,0.0,0.0,0.11486610119231044,0.0,-0.4599230961874127,0.2271921921521425,-0.4057764450088143,0.16524914402514695,0.012530813068151469
2020-03-12,-0.2752222495153546,0.0,0.0,0.0,0.0,0.23366117787857846,0.0,-0.08006391767412424,0.15512130723800507,0.0,0.0,0.04590349610274035,0.1654567910358309,0.3007053774315863,0.0,0.16716413917019962,0.3805428110528737,0.0,0.0,-0.04159403173252941,0.11511178988963364,0.16435149873917299,0.1733888193964958,0.0,0.0,0.0,0.0,-0.20740330988275152,0.0,0.0,-0.2246423792093992,-0.46734445753196874,0.07259845212101937,0.1719082314521074
2020-03-13,0.04637849875060575,0.0,0.0,0.0,0.0,0.01841013387776911,0.0,-0.24064179748917616,0.17867757510393853,0.2445539309643209,0.0,0.05724487332627175,0.0,0.0,0.0,0.1041477862213339,0.2881784876342863,-0.28845216995105144,0.0,-0.26704305479070173,0.06890132864937185,0.2408746946603059,0.2778902676072903,0.0,0.4073746339417994,0.0,0.0,0.24615975717082614,0.0,0.2302983268164098,0.0,0.4527862846851349,0.0,-0.054028650062779605
2020-03-16,-0.24409827005251178,0.0,0.0,0.0,0.0,-0.27490099654015565,0.0,0.4598140362650156,0.1875389638356864,0.20968775204382828,0.0,0.1670130807802909,0.0,0.0,0.0,-0.12068061395190083,-0.01800078547094014,0.0,0.0,-0.01858414672315119,0.03966263810391812,0.30382871655747296,-0.1842193037271499,0.0,0.0,0.0,0.0,-0.24049298505044794,0.0,0.0,0.0,0.1896421685814857,-0.049510691887033845,0.0
2020-03-17,0.06980952607467768,0.0,0.0,0.0,0.0,-0.05388737531778003,0.0,0.0,0.0,0.38129573231562963,0.0,-0.03196045774966477,0.0,0.0,0.0,-0.277732369179527,0.0,0.0,0.0,0.05556604297831654,0.16579090918946476,-0.16320181787014,0.0,0.0,0.0,0.0,0.0,0.011722100758925066,0.0,0.0,0.0,0.0,0.11391127973794937,-0.42400664954135814
2020-03-18,0.05172374890451985,0.0,0.0,0.0,0.0,-0.12452077884650366,0.0,0.0,0.34594169789925217,0.0,0.2348761586472392,-0.07380586070939896,-0.3962938646785915,0.2025112476199865,0.0,0.20217905268073078,0.0,0.0,0.0,0.11870156731456517,0.03726334141101688,0.12211171669419855,0.0,0.0,0.0,0.0,0.0,-0.16940874520514626,0.0,0.0,0.0,0.0,0.17162667121738195,0.07372687401250003
2020-03-19,0.2701687764376402,-0.11142824849812316,0.0,0.0,0.0,-0.3003830568532326,0.0,0.0,-0.13891106112860144,0.0,0.0,-0.4715439289808273,0.1899946611374616,0.0,0.0,-0.15893640910190612,0.0,0.0,0.0,0.2166973692551255,0.17662924405617206,0.3799646844156086,0.0,0.0,0.0,0.0,0.0,-0.18996277637779713,0.0,0.0,0.0,0.2079905306920409,-0.14685666400939226,-0.2223157737093667
2020-03-20,-0.09090062547475097,0.0,0.0,0.0,0.0,-0.01532985105489693,0.0,0.0,0.0,-0.4090061554685235,0.0,0.060499839937048286,-0.3181268058717251,-0.0145247085019946,0.0,-0.09424095232971014,0.0,0.0,0.0,0.08540344866923986,0.13838794529438017,0.2912567147426307,0.4352681968361139,0.0,0.0,0.0,0.0,-0.1898733638089012,0.0,0.0,0.254800533875823,0.2189416761510074,0.017342029644974635,-0.100593373272568
2020-03-23,-0.0895999394822866,0.0,0.0,0.0,0.0,-0.06833399043651298,0.0,0.0,-0.24346304650728903,0.1718901768326759,0.0,-0.22536079936350384,0.2606005775742233,0.3486524745821953,0.0,0.1540748465185364,-0.027109673917293565,0.0,0.0,-0.13737188545987006,0.2779819666990079,0.21399441839506225,0.0,0.0,0.0,0.0,0.0,-0.09085235218517485,0.0,0.0,0.0,-0.3201151533052325,0.24151739925146098,0.0028653709883136235
2020-03-24,0.01725965974231561,0.0,0.0,0.0,0.0,-0.11583150173204818,0.0,0.1863358849659562,0.0,0.1903578616678715,0.0,0.24588638577610253,0.0,0.1945268364623189,0.0,0.1826795989647507,0.20607065241783856,-0.435616987850517,0.0,-0.1563420791696343,0.19207824872703186,0.016763684650262234,0.0,0.0,0.0,0.0,0.1973753156140446,0.2950506233196291,0.0,0.0,0.0759390063583851,0.0,-0.10072577195242045,0.14179509151726957
2020-03-25,0.02791254241019487,0.0,0.0,0.0,0.0,0.05358113618567586,0.0,0.0,0.00759726494240263,0.1895128473639488,0.0,0.10486217522993682,0.2226223859935999,0.0,0.0,0.0,0.0,0.2324123349040746,0.0,-0.0650681841022828,0.025424047734122726,0.1258140597864985,0.0,0.032967532084633926,0.0,0.0,-0.0104655295610427,-0.07849898152053353,0.0,0.0,-0.3673269160091877,0.0,0.20035398001265195,0.1928982242941856
2020-03-26,0.1422954001277685,0.0,-0.4742755100596696,0.0,0.0,-0.07127496793788546,0.0,0.0,0.1942811172455549,0.0,0.0,0.1352349679917097,0.2075618289411068,0.0,0.0,-0.24790598213051754,0.0,0.0,0.0,-0.3312941362770894,0.09622427301481365,0.07447693813592199,0.0,0.009981778357178006,0.0,0.0,0.0,0.09863861514669327,0.0,0.0,0.12225601185734074,0.0,0.11979571347124873,0.1411223020870238
2020-03-27,0.031165648368187235,0.0,0.0,0.0,0.1795990079641342,-0.13841353699994777,0.0,0.3033512031659483,0.111770961433649,0.1476156234741211,0.0,0.11735344963148235,0.4026448112912476,0.0,0.0,0.0,0.0,0.1966489717364311,0.0,0.08439575254118868,0.2766743992920965,0.2299447496421635,0.0,0.0,0.0,0.0,0.0,-0.40125143311119504,0.0,0.2585812102071941,-0.4049311745911836,0.0,0.0792582204565406,0.03253982936342556
