,date,dividends,week_day,month,day,quarter,diff_close_close,pct_change,pct_open_close,pct_close_open,seasonal_diff,second_diff_seasonal,trend,continuous_increased,continuous_decreased,high_open_ratio,high_close_ratio,low_open_ratio,low_close_ratio,aapl,acn,adi,ame,amp,amzn,aph,avgo,brk-b,cost,dov,googl,hd,intu,itw,jpm,lly,ma,mco,meta,msft,nvda,orcl,payx,ph,spgi,trow,tsla,tsm,txn,unh,v,wmt,xom
10,2020-01-16,0.0,Thursday,1,16,1,2.531097412109375,0.008318509478441038,0.004601146482836427,0.0037003372021018333,51.412078857421875,1.4414520263671875,1,2,0,0.0037003372021018333,0.0,-0.0007582650614007718,-0.004442164755998119,0.1099539023203154,0.0,0.0,0.0,0.0,0.0123925162386149,0.0,0.0,0.0,0.0,0.0,-0.0282156663946807,-0.4578298034146428,0.0,0.0,0.3130563737514118,0.4378795578610152,0.2150359384715557,0.0,0.2009805887937545,0.1515342793272187,0.0729197816224768,0.0,0.0,0.0,0.0,0.0,0.165267552784644,-0.2836466612294316,0.0,0.3471587281053265,0.1767761420458555,-0.1415794090833514,0.0
11,2020-01-17,0.0,Friday,1,17,1,0.95489501953125,0.00311239382275863,0.002356924356773981,0.0007536930684341658,51.430450439453125,0.01837158203125,1,3,0,0.0014470318091227895,0.0006928165696423878,-0.0025625748333862075,-0.0033137703360876813,0.1887784710774819,0.0,0.0,0.0,0.0,-0.0264619175624102,0.0,0.0,0.0,0.4673587575554848,0.0,0.1964674437884241,0.4634840175509452,0.0,0.0,0.1740981156472116,0.0,0.0,0.0,-0.4156644850969314,0.1432779783821281,0.22357820753629,0.0,0.0,0.0,0.0,0.0,-0.1586943648057058,0.0,0.0,0.0,0.0,0.1024725592136382,0.2501358520239591
12,2020-01-21,0.0,Tuesday,1,21,1,-0.60260009765625,-0.0019580262864979936,-0.003163008817828705,0.001208805995353113,49.98138427734375,-1.449066162109375,-1,0,1,0.003868234520721461,0.002656217673519635,-0.00024172430867628965,-0.0014487790112746321,-0.0115213798359036,0.0,-0.4457332733087241,0.0,0.0,0.116468463611922,0.0,0.0,0.2879933448508381,0.2120065169408917,0.0,0.3539209393473963,-0.4213600363582372,0.0,0.0,0.1209639419615268,0.0,0.0,0.0,-0.1609389394696336,-0.0115534389081101,0.0796733914874494,0.0,0.0,0.1869508663192391,0.0,0.0,0.0470862573266706,0.0,0.0,0.0,0.0,0.0003856522496789,0.2314800259346763
13,2020-01-22,0.0,Wednesday,1,22,1,0.037078857421875,0.00012071656158685329,0.0028372691981576785,-0.002708866852089378,50.12640380859375,0.14501953125,1,1,0,0.002137075588508538,0.004859105109359478,-0.0032204937337189645,-0.0005130165752247854,0.1354300664551556,0.0,0.0,0.0,0.0,0.0191935536503377,0.2022549997083843,0.0,-0.2742644026875496,0.0,0.0,0.3148597165592945,0.0,0.0,0.0,0.1778200199827552,0.0,0.0,0.0,0.2307712968438863,0.0384476212225854,0.2286540711298585,0.0,0.0,0.0,0.0,0.0,0.251064284677462,0.0,0.0,0.0,0.0,0.0922114214487373,0.0
14,2020-01-23,0.0,Thursday,1,23,1,0.352294921875,0.001146817927951238,-0.0021428431151472387,0.0032967254084423944,50.829925537109375,0.703521728515625,1,2,0,0.004657800327189509,0.0013566025725769422,-0.0036899289316938313,-0.006963696943485943,0.2630095725879073,0.0,0.0,0.0,0.0,-0.1173171986153142,0.0,0.0,0.0,0.0,0.0,-0.1943573304684832,0.0,0.0,0.0,0.2084684748202562,0.0,0.1362029001116752,0.214723009057343,0.2414708384312689,0.0364079007745853,0.4110283139161765,0.0,0.0,0.0,0.0,0.0,0.0109385666437446,0.0,0.0565623065611968,0.0,0.0,0.2598494349513203,0.0
15,2020-01-24,0.0,Friday,1,24,1,-2.734954833984375,-0.00889283998325796,0.002170750694520839,-0.011039626401101413,49.815093994140625,-1.01483154296875,-1,0,1,0.0002707145266204817,0.011436596682395618,-0.01528100424899717,-0.004288723755898403,0.1859964962982173,0.0,0.0,0.0,0.0,0.0166711129558583,0.0,0.0,0.0,0.1820301380008459,0.0,0.2783127264119684,0.0,0.0,0.0,0.1514976071077398,0.0,-0.0484552327543497,0.0,-0.1207023583003319,0.259519574814476,0.2356698556803167,0.0,0.0,0.0,0.0,0.0,0.1992853392846882,0.0,0.0,0.0,0.0,0.255858536157757,0.2643926398828625
16,2020-01-27,0.0,Monday,1,27,1,-4.886016845703125,-0.01602967309198533,-0.017459247295331326,0.0014549770067152652,45.88372802734375,-3.931365966796875,-1,0,2,0.006469975995383049,0.005007712881568868,-0.0011453893402645703,-0.0025965883706047014,0.2420479087314257,0.2115504268556833,0.0,0.0,0.0,0.0368214262028535,0.0,0.0,0.0,0.0,0.0,0.111247320678085,0.0,0.0,0.0,0.3716757575049996,0.4650359927676618,0.0,0.0,0.2997372314333916,-0.0588614697035934,0.3265136457979679,0.0,0.0,0.0,0.0,0.0,0.1395565993152559,0.0,0.0,0.0,0.4318959683179855,0.1223026718323429,0.0
17,2020-01-28,0.0,Tuesday,1,28,1,3.142913818359375,0.010479008100787057,0.004822078335766275,0.005629782512731011,47.40556335449219,1.5218353271484375,1,1,0,0.008583057176757043,0.0029367414483755547,-0.004491452242797033,-0.010064573396223886,0.0595979152061045,0.0,0.0,0.0,0.1902018774300813,-0.4151968813687562,0.0,0.0,0.2184326410293579,0.0,0.2275740769691765,0.1314179627291326,0.0,0.0,0.0,-0.1101211899270613,0.3927816840354353,0.0,0.0,-0.2340580277943185,0.1956168799661099,0.2117118237850566,0.0,0.0,0.0,0.0,0.0,0.2404321381077169,0.0,0.0,0.1565230242908001,0.0,-0.433582788426429,0.2352871513459831
18,2020-01-29,0.0,Wednesday,1,29,1,-0.250244140625,-0.0008257038798314964,0.004558401640413901,-0.005359673973611992,49.06452941894531,1.658966064453125,-1,0,1,0.0007613131015368934,0.00615397034986745,-0.006029633220313398,-0.000673569358863529,0.2496516993083059,0.0,0.0,0.0,0.0,-0.0161498731467872,0.0,0.0,0.0,0.0,0.0,0.1751321067102253,0.0,0.0,0.0,-0.3331625123508274,0.1953444115817547,0.349957210291177,0.0,-0.0809444622912754,0.1018052625469863,0.462825514189899,0.0,0.0,0.0,0.0,0.0,0.3178028506226837,0.0,0.0,0.0,0.0,-0.0686668323725462,0.2380563665181398
19,2020-01-30,0.0,Thursday,1,30,1,0.98272705078125,0.003245279193076156,-0.006919460032258619,0.010235563799956222,47.993927001953125,-1.0706024169921875,1,1,0,0.010944686369680209,0.0007019378401772483,-0.0025279838564300325,-0.01263422919737327,0.1971545105997043,0.0,0.0,0.4444965098053217,-0.4569347208365798,0.0314313576246301,0.0,0.0,0.0,0.0,0.2046787276864052,-0.0895211478462442,0.0,0.0,0.1921672342345118,0.0,0.1794695992643634,0.0,0.0,-0.0361566166218835,0.2068009083680808,0.3244325570762157,0.0,0.0,0.264071732511123,0.0,0.0,0.2425539514567288,0.0,0.0,0.0,0.0,0.1478003193624317,0.2006131218746304
20,2020-01-31,0.0,Friday,1,31,1,-5.516448974609375,-0.018158151499514386,-0.002075425057868418,-0.016116174353736665,41.576995849609375,-6.41693115234375,-1,0,1,0.000519918739248814,0.01690859495739558,-0.01917427832927179,-0.0031081962075414863,0.155298529824035,0.0,0.0,0.0,0.0,0.191445700249032,0.0,0.0,0.2565950970165431,-0.3456496132537722,0.0,0.0,0.0,0.0,0.220548028498888,0.0,0.4652730481699109,0.3688641033445796,0.0,0.0639550903878573,0.199258844461292,0.2093982418999076,0.0,0.0,0.0,0.0,0.0,0.1038233394941521,0.0,0.0,0.0,-0.1696891409810632,0.2040531212463974,-0.2696471272302525
21,2020-02-03,0.0,Monday,2,3,1,2.215789794921875,0.007428464440934146,0.005035187687368283,0.002381286528955081,43.243438720703125,1.66644287109375,1,1,0,0.008690265982843838,0.00629399165634415,-0.0004020562250148741,-0.0027767305628860167,-0.2184016281339739,0.0,0.0,0.0,0.0,-0.1412316806148737,0.0,0.0,0.0,0.0,0.1474734552204609,-0.0643863619926075,0.0,0.0,0.0,0.26140140267089,0.2582870430313051,0.2100107857957482,0.0,0.0175631996244192,0.2089614798664115,0.3149802743457257,0.2449101229198277,0.0,0.0,0.0,0.2224751862697303,0.2632989471033215,0.0,0.233473642449826,0.0,0.2180411521345377,0.016880476164321,-0.2143541017547249
22,2020-02-04,0.0,Tuesday,2,4,1,4.580047607421875,0.015241449300059662,0.01218705457631071,0.0030176188382763157,47.220184326171875,3.97674560546875,1,2,0,0.005913379455894694,0.0028870486053598258,-0.0010668640707825732,-0.004072194577987228,-0.0306901508942246,0.0,0.0,0.0,0.0,0.1314374231514247,0.0,0.0,0.0,-0.100982628762722,0.0,0.0232816506759263,0.2010647874325514,0.0,0.0,0.0,0.0,0.0,0.0,0.0164949337113648,-0.0268442467631151,0.0,0.0,0.0,0.0,0.0,0.0,0.377681828092318,0.0,0.0,-0.2891395680606365,0.2645227376371621,0.2722725908271968,0.0
23,2020-02-05,0.0,Wednesday,2,5,1,3.52313232421875,0.011548242315626345,0.00975526693609694,0.0017756534065624019,50.8963623046875,3.676177978515625,1,3,0,0.002467894637890271,0.0006910142295571727,-0.004815287684232343,-0.006579258607835087,0.191433566706255,0.0,0.0,0.3385880684014409,0.0,0.0597008275400315,0.0,0.0,0.0,0.0,0.0,-0.1377994423545897,0.0,0.0,0.0,0.1757199645042419,-0.4403649589046836,0.1741013754159212,0.0,0.3046781863085925,0.2577884866390377,0.1887310081161558,0.0,0.0,0.0,0.1803131729364395,0.0,0.1464755851329992,0.0,0.0,0.1473152760416269,0.2258972145617008,0.125580858066678,-0.1378835038592417
24,2020-02-06,0.0,Thursday,2,6,1,1.038360595703125,0.0033647169207535743,0.0031543963125239462,0.00020965925983342388,52.276947021484375,1.380584716796875,1,4,0,0.000838545644712704,0.0006287545606634746,-0.003324296537889423,-0.0035332150264755636,0.0,0.0,0.0,0.0,0.0,0.0203479443344154,0.0,0.0,0.1966308588162064,0.4502381086349487,0.0,-0.0488878696225583,0.0,0.0,0.0,0.0013962909579277,0.0,0.1638641875237226,0.0,0.0405023380927741,0.0270535076140529,0.4064340851269662,0.0,0.0,0.0,0.2260003330186009,0.0,0.1612723365213189,0.0,0.0,0.0,0.0,-0.3907965593039989,-0.1140277840197086
25,2020-02-07,0.0,Friday,2,7,1,-1.65020751953125,-0.005329421503388887,-0.003473037158966695,-0.0018628541059538817,49.0777587890625,-3.199188232421875,-1,0,1,0.0035153623111860424,0.005388253948131122,-0.0036656486805334313,-0.0018061591856345152,-0.1159163044113666,0.0,0.0,0.0,0.0,0.0784911611955613,0.0,0.0,0.0,0.0,0.0,0.0924271431243555,0.0,0.0,0.0,0.2714819639921189,0.0,0.0,0.0,0.0213766522146761,0.293282568703095,0.2785642569263775,0.0,0.0,0.0,0.0,0.0,0.1361138639971613,0.0,0.0,0.1827580865472555,0.0,0.0,-0.1833910388872027
26,2020-02-10,0.0,Monday,2,10,1,2.299224853515625,0.007465238401413776,-0.0029200152776506305,0.010415667587547037,49.33282470703125,0.25506591796875,1,1,0,0.01062702320719728,0.00020917690256612185,-0.0001207878018138806,-0.010427842448759328,-0.2667181980939438,0.0,0.0,0.0,0.0,0.064339534449391,0.0,0.0,0.3342611378990113,0.1917513281106949,0.0,0.0896837442802886,0.0,0.0,0.0,0.1954145611396857,-0.2207316863040128,0.3515813009813427,0.0,-0.0616214427010466,0.0623378337244503,0.2229551231799026,0.0,0.0,0.0,0.0,0.0,0.1470305844703141,-0.3080257814377546,-0.4092444412410259,0.0,0.0,0.0,0.1929929977282881
27,2020-02-11,0.0,Tuesday,2,11,1,0.537689208984375,0.0017328600383335058,0.004421977241941077,-0.002677278339718908,49.74444580078125,0.41162109375,1,2,0,0.0025582619651174122,0.005249594931639096,-0.004402698031309466,-0.0017300515210544756,-0.0084657247823018,0.0,0.0,0.0,0.0,0.087697714058539,0.0,0.0,0.0,0.0,0.0,0.1332604761794209,0.270908179320395,0.0,0.0,0.3005089670419693,0.0,0.2490017021307722,0.0,0.0024949743101994,-0.0273898257641121,0.2855668794736266,-0.4195300395600497,0.0,0.2219219686929135,0.0,0.0,-0.2895602246979251,0.0,0.0,0.0,0.0,-0.3990114834159612,0.2081971445120871
28,2020-02-12,0.0,Wednesday,2,12,1,2.002593994140625,0.006442777821904944,0.004682869565797024,0.0017517052489095838,50.3421630859375,0.59771728515625,1,3,0,0.002434484330102307,0.0006815851449167935,-0.0011875246041923536,-0.0029340901919119914,0.2664291223262747,0.0,0.0,0.0,0.0,0.1963847765699028,0.0,0.0,0.0,0.0,0.0,0.0503574721722139,-0.3295877112075686,0.0,0.0,0.2412646210131545,0.4521469383500516,0.4073717260733246,0.4030036344192922,-0.1936814619494336,0.0897955217817798,0.2052058080211281,0.0,0.0,0.0,0.0,0.0,-0.036691811052151,0.0,0.0,0.0,0.0,0.223221518844366,-0.0206072377972304
29,2020-02-13,0.0,Thursday,2,13,1,-0.33380126953125,-0.0010670361719213872,-0.00462347051382591,0.0035729537883924063,51.071044921875,0.7288818359375,-1,0,1,0.0067290235937435714,0.003144833460723808,-0.0008931930151032685,-0.004450246279193153,0.2703673355643534,0.0,0.0,0.0,0.0,-0.0680519447661936,0.0,0.2780623379163444,0.0,0.0,0.0,0.2449176801634686,0.0,0.0,0.0,0.4666246395558119,0.0,0.0,0.0,0.0445045377511311,0.1422162947943434,0.1933381173449258,-0.2971527673304081,0.0,0.0,0.0,0.0,0.0904630456585436,0.0,0.0,0.2982666389395793,0.0,0.194191038236022,-0.1355245014342169
30,2020-02-14,0.0,Friday,2,14,1,0.500732421875,0.0016023615887912346,0.0013353576109004386,0.00026664790757787175,51.562774658203125,0.491729736328125,1,1,0,0.0006518361362257098,0.00038508554639265396,-0.0038813591321438254,-0.004146901277173207,0.1845003686845302,0.0,0.0,0.0,0.0,-0.1271739795757457,0.0,0.0,0.0,0.0,0.0,0.0115197904524393,0.0,0.0,0.0,0.1900333574507385,0.0,0.2100900165736675,0.0,0.1915604289559026,0.0090235766877109,0.3436957772821188,-0.4681081128306686,0.0,0.0,0.0,-0.4240659129805862,0.0692350874189287,0.0,0.0,0.3197684274986385,0.0,0.2164427326371272,0.1029855771921575
31,2020-02-18,0.0,Tuesday,2,18,1,-0.806640625,-0.0025771492119862627,-0.003228811486126489,0.000653773184507631,51.20635986328125,-0.356414794921875,-1,0,1,0.003447159455724174,0.0027915612233458086,-0.0038632381588062435,-0.004514060171820284,-0.3060696006552981,0.0,0.0,0.0,0.0,0.0767571417521685,0.0,0.1828417442739009,0.0763965927064418,0.0,0.0,-0.2228328781823317,0.4242390414699912,0.0,0.0,0.1828755421563983,0.0,0.0,0.0,0.0150026058556423,-0.0400161632259065,0.2470023058554423,-0.4566258554346859,0.0,0.0,0.0,0.0,0.1315074023282663,0.2038088234141469,0.0,0.4711670753546059,0.2995121245272457,-0.2349143704213202,0.2060763953253627
32,2020-02-19,0.0,Wednesday,2,19,1,1.49267578125,0.004781296169977578,0.0031479762743751175,0.0016281943783294898,53.401458740234375,2.195098876953125,1,1,0,0.003818875617134179,0.002187120182019594,-0.0009177226997600235,-0.0025417785685133017,-0.1504756511338055,0.0,0.2890050974674523,0.0,0.0,-0.0068692813813686,0.0,0.2745951194316148,0.0,0.0,0.0,-0.0423795060813426,-0.1698004186153411,0.0,0.0,0.1743509913794696,0.2371872806921601,0.0,0.0,-0.0884639424404927,-0.061632540076971,0.2227461198034385,0.0,0.0,0.0,0.0,0.3387168519198894,0.2572425766304756,-0.3591929420828819,0.0,0.0,0.0,-0.0275433746166527,-0.3041100136935711
33,2020-02-20,0.0,Thursday,2,20,1,-1.288726806640625,-0.004108369344437368,-0.001773505188533901,-0.0023390124065425285,52.89630126953125,-0.505157470703125,-1,0,1,0.0026648440815016626,0.005015588010627154,-0.012021074424074983,-0.009704761575259525,0.1315563535317778,0.0,-0.2071877509355545,0.0,0.0,0.1507647789316251,0.0,0.0,0.0,0.2044051848351955,0.0,-0.1006317612922025,0.0,0.0,0.0,0.3456783243765433,0.462025442533195,0.0,0.0,-0.2604610389098525,0.231639266051352,0.3933140014531091,-0.348195836910357,0.0,0.0,0.0,0.0,0.20736409475406,0.2052058160305023,0.0,0.0,0.4517725274898111,-0.149681324721314,0.203958024457097
34,2020-02-21,0.0,Friday,2,21,1,-3.217132568359375,-0.010298298888931745,-0.004392407515322139,-0.005931946901761413,50.183319091796875,-2.712982177734375,-1,0,2,0.0010134925228885054,0.006986885257003161,-0.008614822898981717,-0.002698885643551779,-0.0745365743990987,0.0,0.0,0.0,0.0,0.1016830755915078,0.0,0.0,-0.0842918751761317,0.0,0.0,-0.2683270133185116,0.0,0.0,0.0,0.0,-0.1177075400948524,0.0,0.0,0.0608273783512413,-0.0810863471589982,0.0,0.1507569126784801,0.0,0.0,0.0,0.0,0.0898966227873013,0.0,0.0,0.2069245377555489,0.4251351482234895,0.133582577900961,0.1068848825991153
35,2020-02-24,0.0,Monday,2,24,1,-10.2540283203125,-0.0331655138826622,-0.03100646053227711,-0.002228140088086737,39.479095458984375,-10.7042236328125,-1,0,3,0.0322460309395378,0.034551155843048166,-0.005879879705178677,-0.0036598943744658506,-0.0096280272118747,0.0,0.0,0.0,0.0,0.2812107298057525,-0.4637026320211589,0.0,-0.0255283559362093,0.0,0.0,-0.0248265205468568,0.0,0.2313154278695583,0.0,0.0,0.4487520607188344,0.4658661145716906,0.0,0.1189345956593752,0.0457592777597407,-0.1653087753802537,0.4371514229103923,0.0,0.0,0.0,0.0,0.2505875297822058,0.0,0.0,-0.3262437593191862,0.0,-0.0644403669424354,0.4649846581742167
36,2020-02-25,0.0,Tuesday,2,25,1,-9.057952880859375,-0.030301919669811106,0.004714551869116552,-0.03485215922650365,29.56561279296875,-9.913482666015625,-1,0,4,0.0020682314783812997,0.03825361166978928,-0.037815644587505894,-0.0030704988767598783,0.2212208583551858,0.0,0.0,0.0,0.0,0.0758325007433692,0.0,0.0,0.1967488028109073,0.0,0.0,0.2562839468941092,0.3241585241630673,0.286217388343066,0.0,0.306978979689831,0.0,0.0105364349670708,0.0,-0.2192267911508679,0.2226174938119947,0.009734062400336,0.0,0.0,0.0,0.0,0.0,0.0317996058613062,0.0,0.0,0.1879302826399604,0.0,0.2828008943004533,0.0179198127239942
37,2020-02-26,0.0,Wednesday,2,26,1,-1.066192626953125,-0.003678232898459477,0.004893629183574321,-0.00853011884352183,28.436431884765625,-1.129180908203125,-1,0,5,0.01250872992360408,0.021219856666332224,-0.011076391081150664,-0.0025681791106541628,0.090282570477575,0.2311893407255411,0.0,0.0,0.0,0.006515100163718,0.0,0.0,0.0,0.0,0.0,0.1680070391545692,-0.4765306706540286,0.4174486590083688,0.0,0.1571484821171245,0.0,0.1874648686498404,0.0,-0.015691425305392,0.0365154688712209,0.1988557999953627,0.0,0.0,0.0,0.0,0.0,-0.0564231401868164,0.0,0.0,0.2047353237867355,0.0,0.2174511186933765,0.0
38,2020-02-27,0.0,Thursday,2,27,1,-12.97052001953125,-0.04491188871960461,-0.01939028357268833,-0.026026261742439234,13.925933837890625,-14.510498046875,-1,0,6,0.019969902030239368,0.04722526077034248,-0.026026261742439234,0.0,-0.1222504605642623,0.3484442319720983,0.0,0.0,0.0,0.2386839322000741,0.0,0.0,0.0817550808191299,0.0,0.0,0.0916698131337761,-0.4770871300250291,0.0,0.0,0.1978067014987269,0.3636035040020943,-0.266825770586729,0.0,0.1545993911102414,-0.0675886482440142,0.0038682850077748,0.0,0.0,0.0,0.0,0.0,-0.0699296310916543,0.0,0.0,0.2651035289280117,0.0,0.2157169423221299,0.1648392706178128
39,2020-02-28,0.0,Friday,2,28,1,-1.15887451171875,-0.004201427781778011,-0.029612332145065527,0.0261863430513899,12.7220458984375,-1.203887939453125,-1,0,7,0.031832359033002064,0.0055019402858389275,-0.010945630510896039,-0.03618443552062203,0.3159642718266695,0.0,0.0,0.0,0.0,0.0610468330048024,0.0,0.2020960640162229,0.0,0.0,0.0,0.1810897413020332,0.0,0.0,0.0,0.0575872890651226,0.0,0.0085740546230226,0.0,-0.1139226866028222,-0.1397289814013574,-0.2967015340924263,0.0,0.0,0.0,0.0,0.0,-0.2731602832209319,0.0,0.0,0.0,0.0,0.0065050596371293,-0.0466388393193483
40,2020-03-02,0.0,Monday,3,2,1,11.89501953125,0.04330660631959837,0.006582088847286138,0.03648437408057632,26.003814697265625,13.281768798828125,1,1,0,0.03671913256025422,0.00022649495308228528,-0.012575031378735158,-0.04733250851256692,0.1152047611048651,0.0,0.0,0.0,0.0,-0.136152036072543,0.0,0.0,0.2046187980100512,0.3342889651190489,0.0,-0.191406042749683,0.0,0.0,0.0,-0.0918928904458881,0.290348202176392,0.1895285613834857,0.2190647101029753,-0.0590512102070663,0.1641518654301762,0.1485919129103422,0.0,0.0,0.0,0.0,0.0,0.023523622797802,0.0,0.0,-0.3143424294888973,-0.4498566117603331,0.3768774365307763,0.19182492159307
