,date,dividends,week_day,month,day,quarter,diff_close_close,pct_change,pct_open_close,pct_close_open,seasonal_diff,second_diff_seasonal,trend,continuous_increased,continuous_decreased,high_open_ratio,high_close_ratio,low_open_ratio,low_close_ratio,sentiment_score
15,2020-01-24,0.0,Friday,1,24,1,-2.73504638671875,-0.00889313767147093,0.0021704496832560235,-0.01103962640110138,49.815032958984375,-1.01495361328125,-1,0,1,0.0002707145266203808,0.011436596682395482,-0.015281004248997155,-0.004288723755898422,
16,2020-01-27,0.0,Monday,1,27,1,-4.885986328125,-0.016029577786864202,-0.017459152128675486,0.0014549770067152465,45.88359069824219,-3.9314422607421875,-1,0,2,0.006469975995382985,0.005007712881568824,-0.0011453893402645005,-0.002596588370604613,
17,2020-01-28,0.0,Tuesday,1,28,1,3.14306640625,0.01047951898731081,0.004822586362211868,0.0056297825127308776,47.40571594238281,1.522125244140625,1,1,0,0.008583057176756875,0.0029367414483755213,-0.0044914522427969596,-0.01006457339622368,
18,2020-01-29,0.0,Wednesday,1,29,1,-0.25030517578125,-0.000825905021526685,0.00455819941485556,-0.005359673973611924,49.06449890136719,1.658782958984375,-1,0,1,0.0007613131015368362,0.006153970349867323,-0.006029633220313368,-0.0006735693588635674,
19,2020-01-30,0.0,Thursday,1,30,1,0.98272705078125,0.0032452788660208842,-0.006919460356000255,0.0102355637999562,47.99400329589844,-1.07049560546875,1,1,0,0.010944686369680184,0.0007019378401772468,-0.002527983856430027,-0.012634229197373243,
20,2020-01-31,0.0,Friday,1,31,1,-5.51641845703125,-0.018158049222676165,-0.0020753211057193684,-0.01611617435373653,41.5770263671875,-6.4169769287109375,-1,0,1,0.0005199187392488406,0.016908594957395464,-0.019174278329271793,-0.0031081962075416264,
21,2020-02-03,0.0,Monday,2,3,1,2.2158203125,0.007428565231474504,0.005035288238467651,0.0023812865289552544,43.24359130859375,1.66656494140625,1,1,0,0.00869026598284399,0.006293991656344126,-0.00040205622501477534,-0.002776730562886091,
22,2020-02-04,0.0,Tuesday,2,4,1,4.5799560546875,0.015241139988036778,0.012186746194865452,0.0030176188382763157,47.22015380859375,3.9765625,1,2,0,0.005913379455894694,0.0028870486053598258,-0.0010668640707825732,-0.004072194577987228,
23,2020-02-05,0.0,Wednesday,2,5,1,3.5230712890625,0.01154804225252648,0.00975506722760993,0.0017756534065625643,50.89630126953125,3.6761474609375,1,3,0,0.002467894637890411,0.0006910142295571505,-0.004815287684232207,-0.006579258607835112,
24,2020-02-06,0.0,Thursday,2,6,1,1.038421630859375,0.00336491536536232,0.0031545947155357888,0.00020965925983342388,52.277008056640625,1.380706787109375,1,4,0,0.000838545644712704,0.0006287545606634746,-0.003324296537889423,-0.0035332150264755636,
25,2020-02-07,0.0,Friday,2,7,1,-1.6502685546875,-0.005329618619248744,-0.0034732346427100718,-0.0018628541059537798,49.07769775390625,-3.199310302734375,-1,0,1,0.0035153623111860753,0.005388253948131053,-0.0036656486805332665,-0.0018061591856344521,
26,2020-02-10,0.0,Monday,2,10,1,2.2991943359375,0.007465140794794767,-0.002920111878111425,0.010415667587547014,49.332763671875,0.25506591796875,1,1,0,0.010627023207197255,0.00020917690256611879,-0.0001207878018138752,-0.010427842448759302,
27,2020-02-11,0.0,Tuesday,2,11,1,0.537811279296875,0.0017332539568655214,0.004422372217933538,-0.0026772783397188376,49.74444580078125,0.41168212890625,1,2,0,0.002558261965117334,0.005249594931638946,-0.0044026980313093345,-0.0017300515210544138,
28,2020-02-12,0.0,Wednesday,2,12,1,2.00262451171875,0.006442875370979317,0.00468296694429298,0.0017517052489095465,50.34228515625,0.59783935546875,1,3,0,0.002434484330102365,0.0006815851449168886,-0.0011875246041923263,-0.0029340901919119268,
29,2020-02-13,0.0,Thursday,2,13,1,-0.333892822265625,-0.0010673286230787893,-0.0046237619237888845,0.003572953788392345,51.07098388671875,0.72869873046875,-1,0,1,0.006729023593743438,0.003144833460723737,-0.0008931930151034716,-0.004450246279193294,
30,2020-02-14,0.0,Friday,2,14,1,0.500701904296875,0.0016022640879267414,0.001335260136027428,0.00026664790757799654,51.562652587890625,0.491668701171875,1,1,0,0.000651836136225736,0.00038508554639255535,-0.003881359132143763,-0.004146901277173268,
31,2020-02-18,0.0,Tuesday,2,18,1,-0.806549072265625,-0.00257685721116363,-0.00322851967608131,0.0006537731845075423,51.206512451171875,-0.35614013671875,-1,0,1,0.0034471594557240817,0.0027915612233458047,-0.0038632381588064044,-0.004514060171820357,
32,2020-02-19,0.0,Wednesday,2,19,1,1.492584228515625,0.00478100244353219,0.003147683025395937,0.0016281943783295846,53.4014892578125,2.194976806640625,1,1,0,0.0038188756171341678,0.002187120182019488,-0.0009177226997599212,-0.0025417785685132935,
33,2020-02-20,0.0,Thursday,2,20,1,-1.288665771484375,-0.0041081755680542065,-0.0017733109578427619,-0.0023390124065425285,52.896209716796875,-0.505279541015625,-1,0,1,0.0026648440815016626,0.005015588010627154,-0.012021074424074983,-0.009704761575259525,
34,2020-02-21,0.0,Friday,2,21,1,-3.217132568359375,-0.010298298888931745,-0.004392407515322139,-0.005931946901761413,50.183319091796875,-2.712890625,-1,0,2,0.0010134925228885054,0.006986885257003161,-0.008614822898981717,-0.002698885643551779,
35,2020-02-24,0.0,Monday,2,24,1,-10.25396728515625,-0.033165316471239215,-0.03100626268001154,-0.0022281400880867722,39.479095458984375,-10.7042236328125,-1,0,3,0.032246030939537935,0.03455115584304833,-0.005879879705178777,-0.003659894374465915,
36,2020-02-25,0.0,Tuesday,2,25,1,-9.058013916015625,-0.030302117665891748,0.004714346723259926,-0.03485215922650365,29.565643310546875,-9.9134521484375,-1,0,4,0.0020682314783812997,0.03825361166978928,-0.037815644587505894,-0.0030704988767598783,
37,2020-02-26,0.0,Wednesday,2,26,1,-1.06622314453125,-0.003678338180335472,0.004893522995904991,-0.008530118843521844,28.43634033203125,-1.129302978515625,-1,0,5,0.012508729923604026,0.021219856666332183,-0.011076391081150612,-0.0025681791106540964,
38,2020-02-27,0.0,Thursday,2,27,1,-12.970428466796875,-0.044911576453765534,-0.019389962962566284,-0.02602626174243915,13.926025390625,-14.51031494140625,-1,0,6,0.01996990203023933,0.04722526077034235,-0.02602626174243915,0.0,
39,2020-02-28,0.0,Friday,2,28,1,-1.158843994140625,-0.0042013162125243975,-0.029612223422849197,0.026186343051389886,12.72216796875,-1.203857421875,-1,0,7,0.03183235903300182,0.0055019402858387,-0.010945630510896117,-0.036184435520622095,
40,2020-03-02,0.0,Monday,3,2,1,11.894927978515625,0.04330625856560588,0.00658175333427569,0.03648437408057632,26.003875732421875,13.281707763671875,1,1,0,0.03671913256025422,0.00022649495308228528,-0.012575031378735158,-0.04733250851256692,
41,2020-03-03,0.0,Tuesday,3,3,1,-8.205078125,-0.028632532061760863,0.001326409224164753,-0.029919256108642937,16.385040283203125,-9.61883544921875,-1,0,1,0.014022605292053741,0.0452971174589338,-0.038546018338550106,-0.008892829060086272,
42,2020-03-04,0.0,Wednesday,3,4,1,11.700408935546875,0.042033400085558004,0.019584716107716917,0.02201747792330526,27.806182861328125,11.421142578125,1,1,0,0.022801551998117654,0.0007671826478012877,-0.009114100971593885,-0.030460906557251005,
43,2020-03-05,0.0,Thursday,3,5,1,-9.6422119140625,-0.033242104716059706,-0.025187324424672027,-0.008262900650767426,16.038787841796875,-11.76739501953125,-1,0,1,0.011443340903189308,0.019870428934127566,-0.01629615398277995,-0.00810018435055405,
44,2020-03-06,0.0,Friday,3,6,1,-4.6356201171875,-0.016531107594003447,-0.030780918146636572,0.014702362777860661,11.6446533203125,-4.394134521484375,-1,0,2,0.019205202115066614,0.004437596188185596,-0.009960712846500535,-0.02430572405177345,
45,2020-03-09,0.0,Monday,3,9,1,-21.537033081054688,-0.07809430445630483,-0.07449725937508346,-0.0038865850130195647,-9.014877319335938,-20.659530639648438,-1,0,3,0.032292099682630464,0.036319844860359496,-0.006719853497882185,-0.0028443231887401613,
46,2020-03-10,0.0,Tuesday,3,10,1,13.155929565429688,0.05174501625623429,0.037960969752900184,0.013279927574362955,4.38525390625,13.400131225585938,1,1,0,0.013631162751402337,0.00034663193011252673,-0.03913720515436554,-0.05173015995116679,
47,2020-03-11,0.0,Wednesday,3,11,1,-13.035446166992188,-0.048748631195001724,-0.026766711284935123,-0.02258648585591309,-7.8631744384765625,-12.248428344726562,-1,0,1,0.004417492627183989,0.027627997866127567,-0.03498399322111881,-0.012683994221281166,
48,2020-03-12,0.0,Thursday,3,12,1,-24.33697509765625,-0.09567706145349053,-0.06691922252872069,-0.03082031011581418,-32.93287658691406,-25.0697021484375,-1,0,2,0.04164063930511473,0.07476523721786595,-0.032500028610229485,-0.0017331342288198679,
49,2020-03-13,0.0,Friday,3,13,1,19.66436767578125,0.08548652615615437,0.06037664646079667,0.023680151556681846,-13.295669555664062,19.63720703125,1,1,0,0.031890283801068876,0.008020212399255875,-0.055380258726056626,-0.07723155534715948,
50,2020-03-16,0.0,Monday,3,16,1,-27.322433471679688,-0.10942400938162955,-0.10448569760775604,-0.005514497937868139,-41.53173828125,-28.236068725585938,-1,0,1,0.06517954099880724,0.07108604277295806,-0.01583876018507445,-0.010381511068585984,
51,2020-03-17,0.0,Tuesday,3,17,1,12.00628662109375,0.053992193390484555,0.02163859523040795,0.03166833977408603,-29.37164306640625,12.16009521484375,1,1,0,0.045421239171375076,0.013330737085816405,-0.03252524559371625,-0.06222308361411899,
52,2020-03-18,0.0,Wednesday,3,18,1,-11.867172241210938,-0.05063281991774027,-0.06546668210652562,0.015873015873015872,-41.38359069824219,-12.011947631835938,-1,0,1,0.051301566633597855,0.03487497965494789,-0.03483596075148807,-0.04991664886474607,
53,2020-03-19,0.0,Thursday,3,19,1,0.4727935791015625,0.0021248203914729924,-0.0031251558993099335,0.005266434720317506,-38.848236083984375,2.5353546142578125,1,1,0,0.03398121163140021,0.028564344654630442,-0.0293834849709378,-0.03446839414358395,
54,2020-03-20,1.406,Friday,3,20,1,-9.609268188476562,-0.04309423259237377,0.01432845937844811,-0.05661153587863337,-46.99208068847656,-8.143844604492188,-1,0,1,0.00799902053836919,0.06848775332140423,-0.057848508843906944,-0.0013112021318022352,
55,2020-03-23,0.0,Monday,3,23,1,-5.4555816650390625,-0.025568233623846637,-0.002666112617269741,-0.022963343867396437,-52.447662353515625,-5.4555816650390625,-1,0,2,0.006529603481456636,0.030186121640097693,-0.04351640224518647,-0.021036117988802023,
56,2020-03-24,0.0,Tuesday,3,24,1,18.83807373046875,0.09060344761789585,0.05144669796896522,0.03724083182206761,-33.229583740234375,19.21807861328125,1,1,0,0.04129343916978444,0.0039071035610869845,-0.00264480471815653,-0.038453592759320025,
57,2020-03-25,0.0,Wednesday,3,25,1,3.394561767578125,0.01497011306888063,0.007073760657350306,0.007840887847555541,-21.603073120117188,11.626510620117188,1,2,0,0.04688206483131651,0.038737441052963395,-0.020909034260147733,-0.028526250973111882,
58,2020-03-26,0.0,Thursday,3,26,1,13.438430786132812,0.05838975725349527,0.011062038322186557,0.046809905957746235,-2.619384765625,18.983688354492188,1,3,0,0.0532221196421866,0.0061254805174715205,-0.0018836214037167714,-0.04651611250937903,
59,2020-03-27,0.0,Friday,3,27,1,-7.255462646484375,-0.02978568506342738,-0.030359934240973593,0.0005922292176496229,-13.294296264648438,-10.674911499023438,-1,0,1,0.02977057353393294,0.029161074276078974,-0.008765353903950291,-0.009352044567562242,
60,2020-03-30,0.0,Monday,3,30,1,7.6751251220703125,0.03247583070345339,0.008997030072371397,0.023269444737015574,-4.21697998046875,9.077316284179688,1,1,0,0.026319889745252147,0.0029810770016889835,-0.00848650056646091,-0.03103380587274146,
61,2020-03-31,0.0,Tuesday,3,31,1,-3.637054443359375,-0.01490543697822555,-0.004165909074927259,-0.010784454962093067,-13.281768798828125,-9.064788818359375,-1,0,1,0.01063090666113845,0.021648832482116805,-0.016656418400966048,-0.005935979745089799,
62,2020-04-01,0.0,Wednesday,4,1,2,-10.81787109375,-0.04500479528074297,-0.03790488458962334,-0.0073796349003301545,-24.144821166992188,-10.863052368164062,-1,0,2,0.03903543875049477,0.046760146459582604,-0.016452947420555055,-0.009140768051150997,
63,2020-04-02,0.0,Thursday,4,2,2,5.2969818115234375,0.023075136525935847,-0.003900276382388332,0.027081036435142657,-15.184127807617188,8.960693359375,1,1,0,0.030547698355543253,0.0033752564767750974,-0.0024471067235256696,-0.02874957487401039,
64,2020-04-03,0.0,Friday,4,3,2,-3.39453125,-0.01445400093339222,-0.00424873330455166,-0.010248812098134042,-18.443023681640625,-3.2588958740234375,-1,0,1,0.01020901608495222,0.02066966772371751,-0.022092811483060505,-0.011966643263176155,
65,2020-04-06,0.0,Monday,4,6,2,15.546035766601562,0.06716623902090002,0.03888150109136943,0.0272261445601032,-1.7751922607421875,16.667831420898438,1,1,0,0.035525922247165664,0.008079795993331869,-0.03750387180533887,-0.06301437780593279,
66,2020-04-07,0.0,Tuesday,4,7,2,0.2517852783203125,0.0010193647802518857,0.03530157435060959,-0.03311325938228304,-0.2569732666015625,1.518218994140625,1,2,0,0.0029904356142073964,0.03734014903692318,-0.033988465399035064,-0.0009051794589642199,
67,2020-04-08,0.0,Wednesday,4,8,2,8.2999267578125,0.03356843324128023,0.010673976474491018,0.022652662777220473,15.542129516601562,15.799102783203125,1,3,0,0.030004511125944464,0.007188998392434203,-0.010113418202330561,-0.03204028324785084,
68,2020-04-09,0.0,Thursday,4,9,2,3.8889312744140625,0.015217658825301683,0.012955038603452164,0.0022336827752680796,15.1251220703125,-0.4170074462890625,1,4,0,0.013041378376978783,0.01078360844128018,-0.0076013598012521725,-0.00981312317231866,
69,2020-04-13,0.0,Monday,4,13,2,-2.368743896484375,-0.009130120717465884,-0.0038101675582207376,-0.005340300599339953,17.053268432617188,1.9281463623046875,-1,0,1,0.0013350476208093664,0.006711187981348398,-0.02067550943012282,-0.015417543145684113,
70,2020-04-14,0.0,Tuesday,4,14,2,7.58172607421875,0.029492383605407735,0.019298680524193895,0.010000702714508987,25.964813232421875,8.911544799804688,1,1,0,0.013951109534076325,0.003911291159451774,-0.01946758134680729,-0.029176498572839018,
71,2020-04-15,0.0,Wednesday,4,15,2,-5.623382568359375,-0.021247912880639874,-0.021917430736147773,0.000684520792566466,16.80438232421875,-9.160430908203125,-1,0,1,0.0229491477793094,0.02224939681200306,-0.007601743032257712,-0.00828059558497143,
72,2020-04-16,0.0,Thursday,4,16,2,1.2496337890625,0.004824237777382168,0.005004205333346255,-0.00017907144568054503,15.466842651367188,-1.3375396728515625,1,1,0,0.003152444571210799,0.003332112703130264,-0.012143952014974653,-0.011967023521496594,
73,2020-04-17,0.0,Friday,4,17,2,7.031646728515625,0.02701549234656997,0.022500946282957745,0.004415199888101542,19.893173217773438,4.42633056640625,1,2,0,0.00672781161015355,0.002302445962894278,-0.010442255712875936,-0.014792145322604333,
74,2020-04-20,0.0,Monday,4,20,2,-4.709564208984375,-0.017618120281747474,-0.014059688740945864,-0.003609175423872706,16.649093627929688,-3.24407958984375,-1,0,1,0.014790783801072958,0.01846660845434135,-0.004458367762482013,-0.0008522683245006395,
75,2020-04-21,0.0,Tuesday,4,21,2,-7.9735107421875,-0.03036323835030541,-0.017259070807855367,-0.013334305261125374,7.31866455078125,-9.330429077148438,-1,0,2,0.004733847094952216,0.018312334615889738,-0.017020278920485292,-0.003735787794198548,
76,2020-04-22,0.0,Wednesday,4,22,2,5.65142822265625,0.022194616679460655,0.019447766282670576,0.002694449375083019,11.405136108398438,4.0864715576171875,1,1,0,0.00952036586447509,0.006807573826349831,-0.005173351571153624,-0.00784665852208532,
77,2020-04-23,0.0,Thursday,4,23,2,-0.018585205078125,-7.140410844463929e-05,0.004980563248196611,-0.00502693041178112,6.0583648681640625,-5.346771240234375,-1,0,1,0.012299947688501981,0.01741441917363053,-0.006203395111964808,-0.0011824085858631143,
78,2020-04-24,0.0,Friday,4,24,2,3.627716064453125,0.013938631701091664,0.005912294550622609,0.007979161994490442,10.14739990234375,4.0890350341796875,1,1,0,0.010579564366019168,0.0025798175890693067,-0.007943614501681307,-0.01579673181404397,
79,2020-04-27,0.0,Monday,4,27,2,3.804840087890625,0.014418218183142928,0.007597734593070058,0.006769054113472487,16.43084716796875,6.283447265625,1,2,0,0.011047958580350316,0.0042501350725819564,-0.0017536476170128981,-0.008465398986652599,
80,2020-04-28,0.0,Tuesday,4,28,2,-1.23095703125,-0.004598339554361397,0.013830431347099449,-0.018177370033146626,19.894805908203125,3.463958740234375,-1,0,1,0.001305769009546069,0.01984384801086776,-0.019311371484257305,-0.0011549962452474367,
81,2020-04-29,0.0,Wednesday,4,29,2,6.9755859375,0.026178241924722068,0.02029859259243189,0.005762675137432806,27.33184814453125,7.437042236328125,1,1,0,0.011491119670507014,0.005695622510838796,-0.0038417834249549945,-0.00954942830929314,
82,2020-04-30,0.0,Thursday,4,30,2,-2.545867919921875,-0.009310496688542114,-0.005115616856600536,-0.004216449572449454,26.468475341796875,-0.863372802734375,-1,0,1,0.005519234569613857,0.009776907981541962,-0.01069553737814972,-0.006506522228569048,
83,2020-05-01,0.0,Friday,5,1,2,-7.171539306640625,-0.026473526867424213,-0.01779826981207078,-0.008832459553592438,16.745986938476562,-9.722488403320312,-1,0,2,0.018751554972821917,0.027829820288496242,-0.013283826635424963,-0.004491033957616986,
84,2020-05-04,0.0,Monday,5,4,2,0.727447509765625,0.002758375047820616,-0.007249112574538143,0.010080562756595956,16.831130981445312,0.08514404296875,1,1,0,0.011255979810611322,0.001163686439829664,-0.005734791649092899,-0.0156575178147448,
85,2020-05-05,0.0,Tuesday,5,5,2,2.44329833984375,0.009239146553137845,0.010826099038858217,-0.0015699559867215357,23.4627685546875,6.6316375732421875,1,2,0,0.009105446616598966,0.010692188869246935,-0.01022196149743091,-0.008665610137222904,
86,2020-05-06,0.0,Wednesday,5,6,2,-1.809112548828125,-0.006778394711569158,0.0064645898831332625,-0.013157924012249828,26.158676147460938,2.6959075927734375,-1,0,1,0.0014580714404149777,0.014810875831409357,-0.01478964601877737,-0.0016534783489995809,
87,2020-05-07,0.0,Thursday,5,7,2,3.198699951171875,0.01206670273879551,0.012312990571086745,-0.00024329217799746802,28.543182373046875,2.3845062255859375,1,1,0,0.007054730770797004,0.00729979893277577,-0.0021546311631190688,-0.0019118041121079401,
88,2020-05-08,0.0,Friday,5,8,2,4.438995361328125,0.016545910274180287,0.011853176134127041,0.004637761931016706,34.58338928222656,6.0402069091796875,1,2,0,0.006389830954484522,0.0017439808554479967,-0.004225535064077981,-0.008822380892848904,
89,2020-05-11,0.0,Monday,5,11,2,0.05596923828125,0.0002052241060666038,-0.0071809193022411115,0.007439566333794381,30.794708251953125,-3.7886810302734375,1,3,0,0.012605923084224233,0.005128205128205265,-0.0015843199727218716,-0.008957248263888787,
90,2020-05-12,0.0,Tuesday,5,12,2,-5.436859130859375,-0.019931406114244488,0.004410461803986508,-0.024234980462580467,24.543701171875,-6.251007080078125,-1,0,1,0.0015316439510035791,0.02640658754686576,-0.02474563232172813,-0.000523334869485018,
91,2020-05-13,0.0,Wednesday,5,13,2,-4.7281494140625,-0.017685794619355044,-0.002127865403298654,-0.01559110498896164,14.225112915039062,-10.318588256835938,-1,0,2,0.003950237336421029,0.01985083883782211,-0.02481998938723096,-0.00937505181540018,
92,2020-05-14,0.0,Thursday,5,14,2,3.14276123046875,0.01196724955809314,-0.009410550555741777,0.02158088815283492,17.910614013671875,3.6855010986328125,1,1,0,0.02208271329975587,0.0004912240946757727,-0.021365914005527436,-0.04203955130368223,
93,2020-05-15,0.0,Friday,5,15,2,1.2216796875,0.004596993144816652,-0.009123762545029918,0.0138470932808802,17.62158203125,-0.289031982421875,1,2,0,0.014024122688512613,0.00017461154527704295,-0.003647692025030446,-0.017255842051384983,
94,2020-05-18,0.0,Monday,5,18,2,8.132049560546875,0.030459631566379652,0.02364807610737158,0.006654196513425098,22.451828002929688,4.8302459716796875,1,3,0,0.012625873950369114,0.005932203389830477,-0.00119425217715688,-0.007796568789724712,
95,2020-05-19,0.0,Tuesday,5,19,2,-2.825714111328125,-0.010271216101869762,-0.0022034032153087292,-0.008085628787028171,27.8128662109375,5.3610382080078125,-1,0,1,0.0063189580872927385,0.014522006427536809,-0.00815353778399561,-6.846255981188804e-05,
96,2020-05-20,0.0,Wednesday,5,20,2,4.6256103515625,0.016988165825712942,0.013186455002880874,0.0037522321820037045,32.80934143066406,4.9964752197265625,1,1,0,0.006929848361209486,0.003165737596715606,-0.0008451084910087835,-0.00458015486851628,
97,2020-05-21,0.0,Thursday,5,21,2,-1.911834716796875,-0.006904176571117082,-0.00047167308439016373,-0.006435538957236539,36.569366455078125,3.7600250244140625,-1,0,1,0.002965075836369547,0.009461504675539597,-0.010445116123396847,-0.004035548093127432,
98,2020-05-22,0.0,Friday,5,22,2,0.52227783203125,0.0018992056051534423,-0.0010511308746311697,0.002953440932735413,36.63938903808594,0.0700225830078125,1,1,0,0.003598457182462176,0.0006431168421207117,-0.004582972026849039,-0.007514220154203442,
99,2020-05-26,0.0,Tuesday,5,26,2,3.39453125,0.012320438623210528,0.021967086872248763,-0.009439294447888776,39.97966003417969,3.34027099609375,1,2,0,0.0008611591161273532,0.010398609097132456,-0.021428812564675343,-0.01210376915779628,
100,2020-05-27,0.0,Wednesday,5,27,2,4.1500244140625,0.014879180242381329,0.01016470929553833,0.004667031924061933,42.926513671875,2.9468536376953125,1,3,0,0.004799457932166248,0.0001318108426935259,-0.017377201392988227,-0.02194183009552202,
101,2020-05-28,0.0,Thursday,5,28,2,-0.522308349609375,-0.0018451895160029874,0.0036896580403641076,-0.005514500933658601,42.485626220703125,-0.440887451171875,-1,0,1,0.007188585213464301,0.012773525766890531,-0.00791072939567566,-0.002409515738808384,
102,2020-05-29,0.0,Friday,5,29,2,1.259002685546875,0.004455975170535087,-0.0016832993060188004,0.006149626137964265,48.17723083496094,5.6916046142578125,1,1,0,0.008265556009484032,0.0021029972248179595,-0.009885572700014804,-0.015937191071201874,
103,2020-06-01,0.0,Monday,6,1,2,1.14703369140625,0.0040416748659353186,-0.0023003089536922116,0.006356605977272062,53.94682312011719,5.76959228515625,1,2,0,0.008530387917603926,0.002160051345040763,-0.0018444027652974825,-0.008149207441834748,
104,2020-06-02,0.0,Tuesday,6,2,2,2.359344482421875,0.008279894734993354,0.003272536012026554,0.004991025412567127,56.5594482421875,2.6126251220703125,1,3,0,0.005154190679370723,0.0001623549491266493,-0.004730000806368991,-0.009672749281462946,
105,2020-06-03,0.0,Wednesday,6,3,2,3.823699951171875,0.013308716006053212,0.00701163922640309,0.006253231377233734,63.83882141113281,7.2793731689453125,1,4,0,0.009605502450141357,0.003331438815177222,-0.0009669539788926088,-0.007175316442208345,
106,2020-06-04,0.0,Thursday,6,4,2,-0.764739990234375,-0.002626784077908506,-0.00342760407955067,0.0008035743363155124,66.77392578125,2.9351043701171875,-1,0,1,0.006075069066978791,0.005267262094021875,-0.006525019687178743,-0.007322709681921574,
107,2020-06-05,0.0,Friday,6,5,2,7.44195556640625,0.025629488888979868,0.018852814427580893,0.006651279130250428,78.79718017578125,12.02325439453125,1,1,0,0.012735169711032864,0.00604369229634212,-0.0002206831692913505,-0.006826556963677803,
108,2020-06-08,0.0,Monday,6,8,2,3.59979248046875,0.01208759329334197,0.0027558110123172557,0.009306136328049724,88.18394470214844,9.386764526367188,1,2,0,0.00996190877910727,0.0006497260122120198,-0.0018424718494832822,-0.011045814323583415,
109,2020-06-09,0.0,Tuesday,6,9,2,-2.247528076171875,-0.00745674682852604,-0.00897290000758289,0.001529880645108982,75.16323852539062,-13.020706176757812,-1,0,1,0.00930381236309712,0.007762056697680119,-0.0029347564072149408,-0.004457817124186195,
